,fly,treatment,trial,iteration,body_length,limb_length,L1_swing_start,L1_stance_start,L1_swing,L1_stance,L1_period,L1_duty_factor,L1_step_length,L1_pull_back,L1_stride_length,L1_stride_speed,L1_AEP,L1_PEP,R1_swing_start,R1_stance_start,R1_swing,R1_stance,R1_period,R1_duty_factor,R1_step_length,R1_pull_back,R1_stride_length,R1_stride_speed,R1_AEP,R1_PEP,L2_swing_start,L2_stance_start,L2_swing,L2_stance,L2_period,L2_duty_factor,L2_step_length,L2_pull_back,L2_stride_length,L2_stride_speed,L2_AEP,L2_PEP,R2_swing_start,R2_stance_start,R2_swing,R2_stance,R2_period,R2_duty_factor,R2_step_length,R2_pull_back,R2_stride_length,R2_stride_speed,R2_AEP,R2_PEP,L3_swing_start,L3_stance_start,L3_swing,L3_stance,L3_period,L3_duty_factor,L3_step_length,L3_pull_back,L3_stride_length,L3_stride_speed,L3_AEP,L3_PEP,R3_swing_start,R3_stance_start,R3_swing,R3_stance,R3_period,R3_duty_factor,R3_step_length,R3_pull_back,R3_stride_length,R3_stride_speed,R3_AEP,R3_PEP
0,CA62,g100,3_00-00-04,1,2.8657,0.0128930278373364,4.0,10.0,0.025,0.0333333333333333,0.0583333333333333,0.5714285714285714,1.8649255550378496,0.0,1.7440380924661918,27.930849717329178,"(731.25, 1059.0)","(643.5, 945.25)",11.0,17.0,0.025,0.0291666666666666,0.0541666666666666,0.5384615384615384,2.309676556747059,0.0,1.4157019784944405,32.24207889110825,"(612.0, 1206.25)","(473.75, 1094.25)",13.0,18.0,0.0208333333333333,0.0333333333333333,0.0541666666666666,0.6153846153846153,1.507992865459109,0.0,1.9789991177877064,36.43442403762536,"(756.75, 976.5)","(668.25, 901.25)",6.0,10.0,0.0166666666666666,0.0333333333333333,0.05,0.6666666666666666,1.6300653875258746,0.0,2.1331572565545205,31.301997100670864,"(459.0, 1058.5)","(389.0, 954.25)",8.0,13.0,0.0208333333333333,0.025,0.0458333333333333,0.5454545454545455,1.290653573055108,0.0,1.7069824437121996,31.951013684690537,"(626.0, 852.5)","(553.0, 785.0)",11.0,17.0,0.025,0.0208333333333333,0.0458333333333333,0.4545454545454545,1.7056152490011502,0.0653105558092242,1.8752402834092727,33.43996412795015,"(505.5, 971.0)","(441.5, 856.25)"
1,CA62,g100,3_00-00-04,1,2.8657,0.0128930278373364,18.0,24.0,0.025,0.025,0.05,0.5,1.7440380924661918,0.0,1.507713474290468,38.045636789899625,"(839.0, 1139.25)","(731.25, 1059.0)",24.0,29.0,0.0208333333333333,0.025,0.0458333333333333,0.5454545454545455,1.4157019784944405,0.0,1.4157019784944405,35.74161204683853,"(666.0, 1301.0)","(612.0, 1206.25)",26.0,30.0,0.0166666666666666,0.0333333333333333,0.05,0.6666666666666666,1.9789991177877064,0.0370021998349805,1.9789991177877064,38.27174078539761,"(861.25, 1087.5)","(756.75, 976.5)",18.0,22.0,0.0166666666666666,0.0375,0.0541666666666666,0.6923076923076923,2.1331572565545205,0.0,1.6032246600524327,37.18975026690148,"(568.25, 1181.25)","(459.0, 1058.5)",19.0,26.0,0.0291666666666666,0.0208333333333333,0.05,0.4166666666666666,1.7069824437121996,0.0,1.7764909898468848,37.100892554556765,"(696.5, 963.5)","(626.0, 852.5)",22.0,30.0,0.0333333333333333,0.0208333333333333,0.0541666666666666,0.3846153846153846,1.856928602053886,0.1206014994363682,1.8752402834092727,34.50094719777785,"(605.5, 1075.25)","(510.0, 968.75)"
2,CA62,g100,3_00-00-04,1,2.8657,0.0128930278373364,30.0,,,,,,,,,,,"(839.0, 1139.25)",35.0,,,,,,,,,,,"(666.0, 1301.0)",38.0,,,,,,,,,,,"(859.0, 1085.75)",31.0,,,,,,,,,,,"(568.25, 1181.25)",31.0,,,,,,,,,,,"(696.5, 963.5)",35.0,,,,,,,,,,,"(601.75, 1083.75)"
3,CA62,g100,1_00-00-55,1,2.8657,0.0128930278373364,10.0,16.0,0.025,0.0333333333333333,0.0583333333333333,0.5714285714285714,1.3296700764504144,0.0,1.831447804981968,26.8923568858858,"(433.75, 895.0)","(404.0, 799.5)",4.0,13.0,0.0375,0.0208333333333333,0.0583333333333333,0.3571428571428571,0.5241117903432115,0.0,1.251430370624402,21.55451998366249,"(223.0, 915.75)","(231.5, 877.25)",5.0,9.0,0.0166666666666666,0.0458333333333333,0.0625,0.7333333333333333,1.8875892168549369,0.0,1.6017649589345546,23.91446867169243,"(455.25, 760.0)","(412.0, 624.75)",13.0,16.0,0.0125,0.0375,0.05,0.7499999999999999,1.2884264243147128,0.0894823906559399,1.5987524301671348,33.10239617812922,"(185.0, 853.5)","(123.0, 779.0)",12.0,17.0,0.0208333333333333,0.0333333333333333,0.0541666666666666,0.6153846153846153,1.7417509142826817,0.0601873880923597,1.798466329509902,30.55605801058082,"(374.25, 684.0)","(352.75, 554.75)",6.0,11.0,0.0208333333333333,0.025,0.0458333333333333,0.5454545454545455,1.0347187592182785,0.0,1.7507286881967956,20.45296864742165,"(164.5, 643.75)","(157.25, 566.25)"
4,CA62,g100,1_00-00-55,1,2.8657,0.0128930278373364,24.0,29.0,0.0208333333333333,0.0375,0.0583333333333333,0.6428571428571428,1.831447804981968,0.0,1.5908820507682433,31.677569968122263,"(487.75, 1021.75)","(433.75, 895.0)",18.0,23.0,0.0208333333333333,0.0291666666666666,0.05,0.5833333333333333,1.251430370624402,0.0,1.654726067229769,33.58755626980611,"(240.5, 1008.25)","(223.0, 915.75)",20.0,24.0,0.0166666666666666,0.0416666666666666,0.0583333333333333,0.7142857142857142,1.6017649589345546,0.0,1.2816238005089728,30.66634410867325,"(495.0, 873.75)","(455.25, 760.0)",25.0,29.0,0.0166666666666666,0.0416666666666666,0.0583333333333333,0.7142857142857142,1.6745503681865108,0.0731124362924816,1.6618656022091085,30.98914443503769,"(208.25, 971.5)","(187.5, 847.25)",25.0,34.0,0.0375,0.025,0.0625,0.4,1.8553052729882624,0.0,1.6797920760903091,30.504069196215937,"(433.25, 805.75)","(373.75, 679.5)",17.0,23.0,0.025,0.0375,0.0625,0.6,1.7507286881967956,0.0,1.72038096353396,32.62740867824309,"(244.0, 748.75)","(164.5, 643.75)"
5,CA62,g100,1_00-00-55,1,2.8657,0.0128930278373364,38.0,,,,,,,,,,,"(487.75, 1021.75)",30.0,36.0,0.025,0.0375,0.0625,0.6,1.654726067229769,0.0,1.7107566402417478,30.57073107541179,"(293.25, 1121.0)","(240.5, 1008.25)",34.0,38.0,0.0166666666666666,0.0375,0.0541666666666666,0.6923076923076923,1.2816238005089728,0.0606443983607349,1.515960617108513,32.299941879042656,"(533.25, 962.25)","(495.0, 873.75)",39.0,,,,,,,,,,,"(208.25, 966.0)",40.0,,,,,,,,,,,"(433.25, 805.75)",32.0,38.0,0.025,0.0208333333333333,0.0458333333333333,0.4545454545454545,1.72038096353396,0.0,1.8210005759661447,31.02673294118565,"(289.25, 870.0)","(244.0, 748.75)"
6,CA62,g100,1_00-00-55,1,2.8657,0.0128930278373364,,,,,,,,,,,,,45.0,,,,,,,,,,,"(293.25, 1121.0)",47.0,,,,,,,,,,,"(532.5, 957.75)",,,,,,,,,,,,,,,,,,,,,,,,,43.0,,,,,,,,,,,"(289.25, 870.0)"
7,CA62,g100,1_00-00-57,1,2.8657,0.0128930278373364,4.0,9.0,0.0208333333333333,0.0333333333333333,0.0541666666666666,0.6153846153846153,1.4533239953814383,0.0,1.278116955039505,26.496848341292104,"(595.75, 1223.25)","(544.0, 1127.25)",10.0,15.0,0.0208333333333333,0.0333333333333333,0.0541666666666666,0.6153846153846153,1.9574286823152465,0.0,2.066348255336488,30.433115866173893,"(416.75, 1366.75)","(344.25, 1239.0)",13.0,16.0,0.0125,0.0375,0.05,0.7499999999999999,1.380700952988568,0.0,1.0016018902925272,28.064598678162238,"(629.0, 1154.5)","(568.0, 1070.75)",5.0,9.0,0.0166666666666666,0.0291666666666666,0.0458333333333333,0.6363636363636365,1.8785417736593493,0.0,2.3144395994857936,28.453539902070982,"(318.25, 1213.5)","(301.75, 1073.5)",5.0,11.0,0.025,0.0416666666666666,0.0666666666666666,0.625,1.205614148392168,0.0,1.2027430913030814,30.21447594776527,"(498.5, 1029.25)","(456.25, 949.25)",11.0,16.0,0.0208333333333333,0.0333333333333333,0.0541666666666666,0.6153846153846153,1.569703925684217,0.1085163147616747,1.902532367318708,27.899896649122116,"(367.75, 1108.75)","(342.25, 993.75)"
8,CA62,g100,1_00-00-57,1,2.8657,0.0128930278373364,17.0,23.0,0.025,0.025,0.05,0.5,1.278116955039505,0.0,1.6489989793361,30.577116204946755,"(674.5, 1278.0)","(595.75, 1223.25)",23.0,27.0,0.0166666666666666,0.0333333333333333,0.05,0.6666666666666666,2.066348255336488,0.2034659593879465,1.5459292516183127,33.63654366922907,"(544.25, 1455.0)","(416.75, 1366.75)",25.0,29.0,0.0166666666666666,0.0375,0.0541666666666666,0.6923076923076923,1.0016018902925272,0.0657070766097916,1.7638768487594236,36.59663995125912,"(687.25, 1202.0)","(629.0, 1154.5)",16.0,21.0,0.0208333333333333,0.0375,0.0583333333333333,0.6428571428571428,2.3144395994857936,0.0,1.6341415354644038,28.959778550844984,"(425.0, 1350.5)","(318.25, 1213.5)",21.0,25.0,0.0166666666666666,0.0333333333333333,0.05,0.6666666666666666,1.2027430913030814,0.0712189300296766,1.60324214680808,29.15790154183638,"(559.25, 1096.0)","(498.5, 1029.25)",24.0,30.0,0.025,0.0291666666666666,0.0541666666666666,0.5384615384615384,1.7985801873755791,0.0495260260205942,1.663300083120835,35.69982210739792,"(447.75, 1227.0)","(370.25, 1116.5)"
9,CA62,g100,1_00-00-57,1,2.8657,0.0128930278373364,29.0,36.0,0.0291666666666666,0.0291666666666666,0.0583333333333333,0.5,1.6489989793361,0.0,1.680665317500728,35.55082466679194,"(783.0, 1337.5)","(674.5, 1278.0)",35.0,,,,,,,,,,,"(534.5, 1443.25)",38.0,,,,,,,,,,,"(683.0, 1199.5)",30.0,35.0,0.0208333333333333,0.0375,0.0583333333333333,0.6428571428571428,1.6341415354644038,0.0,1.0985808112269062,37.24081882514416,"(515.5, 1433.25)","(425.0, 1350.5)",33.0,38.0,0.0208333333333333,0.025,0.0458333333333333,0.5454545454545455,1.6609796880884249,0.0406659084740007,1.5459400206045233,37.11246091043247,"(640.75, 1184.5)","(554.0, 1095.0)",37.0,,,,,,,,,,,"(445.25, 1224.25)"
10,CA62,g100,1_00-00-57,1,2.8657,0.0128930278373364,43.0,,,,,,,,,,,"(783.0, 1337.5)",,,,,,,,,,,,,,,,,,,,,,,,,44.0,,,,,,,,,,,"(515.5, 1433.25)",44.0,,,,,,,,,,,"(639.0, 1187.0)",,,,,,,,,,,,
11,CA62,g100,2_00-00-28,1,2.8657,0.0128930278373364,7.0,12.0,0.0208333333333333,0.0291666666666666,0.05,0.5833333333333333,1.3600776851482186,0.0,1.789050787363894,43.12423042940662,"(749.0, 804.25)","(737.75, 703.0)",1.0,7.0,0.025,0.025,0.05,0.5,1.691092487887203,0.0,1.6841250193110822,31.832128651618035,"(545.25, 727.5)","(551.75, 601.0)",3.0,7.0,0.0166666666666666,0.0291666666666666,0.0458333333333333,0.6363636363636365,1.409068940505672,0.0,2.018370162767732,39.03750334774447,"(805.75, 630.25)","(808.75, 524.75)",7.0,11.0,0.0166666666666666,0.0333333333333333,0.05,0.6666666666666666,1.825590200860565,0.0,2.475647351898826,43.12423042940662,"(509.0, 664.5)","(532.25, 529.75)",8.0,14.0,0.025,0.025,0.05,0.5,2.046243580409698,0.1604863833491491,1.9203682271712867,43.61821268230224,"(753.75, 577.75)","(782.75, 427.25)",2.0,6.0,0.0166666666666666,0.0291666666666666,0.0458333333333333,0.6363636363636365,1.9434624303557344,0.0,2.0603389716602325,34.72595852903786,"(579.75, 478.5)","(620.5, 338.75)"
12,CA62,g100,2_00-00-28,1,2.8657,0.0128930278373364,19.0,24.0,0.0208333333333333,0.0291666666666666,0.05,0.5833333333333333,1.789050787363894,0.0,1.8972130992898544,44.26358417865953,"(757.25, 938.0)","(749.0, 804.25)",13.0,17.0,0.0166666666666666,0.025,0.0416666666666666,0.6000000000000001,1.6841250193110822,0.0,2.1129181137857804,44.46124615985045,"(530.25, 852.75)","(545.25, 727.5)",14.0,19.0,0.0208333333333333,0.0333333333333333,0.0541666666666666,0.6153846153846153,2.018370162767732,0.0,1.4538254882557191,44.03987838342389,"(785.0, 780.0)","(805.75, 630.25)",19.0,24.0,0.0208333333333333,0.0333333333333333,0.0541666666666666,0.6153846153846153,2.475647351898826,0.0,2.422769420986988,43.397029916147694,"(486.0, 848.5)","(509.0, 664.5)",20.0,26.0,0.025,0.0208333333333333,0.0458333333333333,0.4545454545454545,1.7599908528011283,0.0,2.008507830886195,45.625898389756216,"(716.75, 716.75)","(750.25, 589.25)",13.0,19.0,0.025,0.025,0.05,0.5,2.0603389716602325,0.0,2.2934964335934698,46.561823021499976,"(569.75, 632.5)","(579.75, 478.5)"
13,CA62,g100,2_00-00-28,1,2.8657,0.0128930278373364,31.0,,,,,,,,,,,"(757.25, 938.0)",23.0,29.0,0.025,0.025,0.05,0.5,2.1129181137857804,0.0793356709798665,2.4618211476207934,45.9312832820216,"(532.25, 1011.0)","(530.25, 852.75)",27.0,30.0,0.0125,0.0333333333333333,0.0458333333333333,0.7272727272727273,1.4538254882557191,0.0,1.748006040239233,44.49086860488056,"(800.75, 887.75)","(785.0, 780.0)",32.0,37.0,0.0208333333333333,0.0208333333333333,0.0416666666666666,0.5,2.422769420986988,0.1230874372155349,1.355943252047091,37.674891036777886,"(504.75, 1029.0)","(486.0, 848.5)",31.0,,,,,,,,,,,"(716.75, 716.75)",25.0,31.0,0.025,0.0208333333333333,0.0458333333333333,0.4545454545454545,2.2934964335934698,0.0642014944169724,1.5390490451585042,45.83440158996181,"(548.75, 803.0)","(569.75, 632.5)"
14,CA62,g100,2_00-00-28,1,2.8657,0.0128930278373364,,,,,,,,,,,,,35.0,,,,,,,,,,,"(530.75, 1005.25)",38.0,,,,,,,,,,,"(800.75, 887.75)",42.0,,,,,,,,,,,"(502.75, 1038.0)",,,,,,,,,,,,,36.0,,,,,,,,,,,"(548.0, 798.25)"
15,CA61,g100,1_00-00-53,2,3.3756,0.0147012990067802,,2.0,,,,,,,,,"(379.0, 864.5)",,16.0,22.0,0.025,0.0333333333333333,0.0583333333333333,0.5714285714285714,1.615971857206583,0.0,1.4595464975881547,29.718198424541058,"(246.25, 1039.5)","(222.0, 918.75)",17.0,22.0,0.0208333333333333,0.0458333333333333,0.0666666666666666,0.6875,2.1968495497631326,0.1615645564381819,1.334994179996083,29.605188617967865,"(454.25, 927.5)","(411.0, 765.75)",11.0,17.0,0.025,0.0333333333333333,0.0583333333333333,0.5714285714285714,1.8339150041288892,0.0,1.6844567965177004,28.45697220160463,"(168.25, 927.75)","(136.0, 791.75)",10.0,17.0,0.0291666666666666,0.0333333333333333,0.0625,0.5333333333333333,1.8468444790590863,0.0,1.6405638410276104,28.92526793674624,"(381.5, 737.75)","(334.0, 605.25)",7.0,11.0,0.0166666666666666,0.0291666666666666,0.0458333333333333,0.6363636363636365,1.0872919827827927,0.0,1.7969344915666248,26.869970922009,"(153.75, 725.25)","(106.75, 657.0)"
16,CA61,g100,1_00-00-53,2,3.3756,0.0147012990067802,6.0,12.0,0.025,0.0458333333333333,0.0708333333333333,0.6470588235294117,1.0928787080969464,0.0,1.5132937503126695,25.30509175580396,"(388.5, 947.25)","(379.0, 864.5)",30.0,36.0,0.025,0.0333333333333333,0.0583333333333333,0.5714285714285714,1.4595464975881547,0.0,1.957157125673268,24.358020041437776,"(316.5, 1125.75)","(246.25, 1039.5)",33.0,37.0,0.0166666666666666,0.0416666666666666,0.0583333333333333,0.7142857142857142,1.4930544864296496,0.0,1.1961726236913088,23.391720880967146,"(486.5, 1024.0)","(453.0, 915.25)",25.0,30.0,0.0208333333333333,0.0333333333333333,0.0541666666666666,0.6153846153846153,1.6844567965177004,0.0,0.0,28.84474410732264,"(231.0, 1039.75)","(168.25, 927.75)",25.0,33.0,0.0333333333333333,0.0291666666666666,0.0625,0.4666666666666667,1.6405638410276104,0.0,1.4004660555563238,27.977852451808683,"(424.25, 855.25)","(381.5, 737.75)",18.0,24.0,0.025,0.0333333333333333,0.0583333333333333,0.5714285714285714,1.7969344915666248,0.0,1.7452651813554738,29.57891243314561,"(194.5, 856.0)","(153.75, 725.25)"
17,CA61,g100,1_00-00-53,2,3.3756,0.0147012990067802,23.0,28.0,0.0208333333333333,0.0416666666666666,0.0625,0.6666666666666666,1.5132937503126695,0.0,1.6449293106638845,29.35404345833528,"(448.5, 1045.75)","(388.5, 947.25)",44.0,50.0,0.025,0.0375,0.0625,0.6,1.957157125673268,0.0,1.564763319106532,29.16822135437024,"(351.5, 1270.75)","(316.5, 1125.75)",47.0,51.0,0.0166666666666666,0.0375,0.0541666666666666,0.6923076923076923,1.1961726236913088,0.0997634732738625,1.2444771237031516,30.38253414581571,"(532.0, 1103.0)","(486.5, 1024.0)",38.0,43.0,0.0208333333333333,0.0416666666666666,0.0625,0.6666666666666666,0.0,1.162233759355875,3.2176833277784653,26.22230141527557,"(231.0, 1039.75)","(231.0, 1039.75)",40.0,48.0,0.0333333333333333,0.025,0.0583333333333333,0.4285714285714286,1.4004660555563238,0.0,1.4107541699465551,27.576645785121364,"(442.0, 960.5)","(424.25, 855.25)",32.0,39.0,0.0291666666666666,0.0333333333333333,0.0625,0.5333333333333333,1.7452651813554738,0.0,1.6482423376689694,24.16168076970372,"(247.5, 978.0)","(194.5, 856.0)"
18,CA61,g100,1_00-00-53,2,3.3756,0.0147012990067802,38.0,43.0,0.0208333333333333,0.0375,0.0583333333333333,0.6428571428571428,1.6449293106638845,0.0,1.4927229495967853,26.731700687556184,"(507.25, 1156.5)","(448.5, 1045.75)",59.0,,,,,,,,,,,"(351.5, 1270.75)",60.0,,,,,,,,,,,"(528.5, 1096.25)",53.0,58.0,0.0208333333333333,0.0375,0.0583333333333333,0.6428571428571428,2.0576286221558746,0.0,1.1336885787790203,23.79698811039102,"(309.0, 1272.25)","(263.25, 1122.25)",54.0,61.0,0.0291666666666666,0.025,0.0541666666666666,0.4615384615384615,1.4107541699465551,0.1194011840430027,1.4839280221768298,22.54239513791446,"(466.25, 1065.25)","(442.0, 960.5)",47.0,53.0,0.025,0.0333333333333333,0.0583333333333333,0.5714285714285714,1.6482423376689694,0.0,1.3312330344124963,29.34537184402592,"(283.0, 1098.5)","(247.5, 978.0)"
19,CA61,g100,1_00-00-53,2,3.3756,0.0147012990067802,52.0,58.0,0.025,0.0333333333333333,0.0583333333333333,0.5714285714285714,1.4927229495967853,0.0,0.8684797634366112,24.717807136580888,"(561.5, 1256.5)","(507.25, 1156.5)",,,,,,,,,,,,,,,,,,,,,,,,,67.0,,,,,,,,,,,"(309.0, 1272.25)",67.0,,,,,,,,,,,"(469.5, 1056.75)",61.0,,,,,,,,,,,"(283.0, 1098.5)"
20,CA61,g100,1_00-00-53,2,3.3756,0.0147012990067802,66.0,,,,,,,,,,,"(561.5, 1256.5)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,CA61,g100,1_00-00-37,2,3.3756,0.0147012990067802,7.0,14.0,0.0291666666666666,0.0208333333333333,0.05,0.4166666666666666,0.745103833418014,0.0,1.3729309312461897,13.229682223826424,"(719.5, 1166.25)","(776.0, 1166.0)",13.0,18.0,0.0208333333333333,0.0333333333333333,0.0541666666666666,0.6153846153846153,1.2821967455155316,0.0,1.368283716063312,20.75151445701902,"(815.5, 1127.0)","(884.5, 1195.5)",14.0,19.0,0.0208333333333333,0.0416666666666666,0.0625,0.6666666666666666,0.7719294034055626,0.0,1.1438678799629052,21.102716338471144,"(637.0, 1227.0)","(690.5, 1250.75)",9.0,12.0,0.0125,0.0416666666666666,0.0541666666666666,0.7692307692307692,0.8367406546586746,0.0,1.2646517777101736,15.010501578668093,"(910.5, 1243.5)","(945.0, 1296.75)",23.0,28.0,0.0208333333333333,0.0291666666666666,0.05,0.5833333333333333,0.9844673429414964,0.0,1.6612452307546757,28.16336946309048,"(638.5, 1346.75)","(643.25, 1421.25)",13.0,18.0,0.0208333333333333,0.0291666666666666,0.05,0.5833333333333333,1.0517122298506394,0.0,1.9546204914696377,21.179877615834823,"(895.25, 1367.0)","(913.0, 1444.75)"
22,CA61,g100,1_00-00-37,2,3.3756,0.0147012990067802,19.0,24.0,0.0208333333333333,0.0416666666666666,0.0625,0.6666666666666666,1.3729309312461897,0.0,1.6348107156615843,26.101488532881262,"(622.0, 1129.75)","(719.5, 1166.25)",26.0,33.0,0.0291666666666666,0.0291666666666666,0.0583333333333333,0.5,1.368283716063312,0.0,1.5513527826170463,30.207731356244267,"(768.5, 1034.5)","(815.5, 1127.0)",29.0,33.0,0.0166666666666666,0.0375,0.0541666666666666,0.6923076923076923,1.1438678799629052,0.0,1.3862068542970247,32.95860270612698,"(593.0, 1152.25)","(637.0, 1227.0)",22.0,25.0,0.0125,0.0416666666666666,0.0541666666666666,0.7692307692307692,1.2646517777101736,0.0,1.6013847597973343,29.47630557701929,"(858.0, 1163.25)","(910.5, 1243.5)",35.0,42.0,0.0291666666666666,0.0291666666666666,0.0583333333333333,0.5,1.6612452307546757,0.0,1.1532321536979748,31.86336138756654,"(617.75, 1222.5)","(638.5, 1346.75)",25.0,33.0,0.0333333333333333,0.0291666666666666,0.0625,0.4666666666666667,1.9546204914696377,0.0,1.8532642179671752,29.298924190314946,"(835.75, 1231.25)","(895.25, 1367.0)"
