fly,treatment,body_length,body_length_sd,limb_length,limb_length_sd,L1_swing,L1_swing_sd,L1_stance,L1_stance_sd,L1_period,L1_period_sd,L1_duty_factor,L1_duty_factor_sd,L1_step_length,L1_step_length_sd,L1_pull_back,L1_pull_back_sd,L1_stride_length,L1_stride_length_sd,R1_swing,R1_swing_sd,R1_stance,R1_stance_sd,R1_period,R1_period_sd,R1_duty_factor,R1_duty_factor_sd,R1_step_length,R1_step_length_sd,R1_pull_back,R1_pull_back_sd,R1_stride_length,R1_stride_length_sd,L2_swing,L2_swing_sd,L2_stance,L2_stance_sd,L2_period,L2_period_sd,L2_duty_factor,L2_duty_factor_sd,L2_step_length,L2_step_length_sd,L2_pull_back,L2_pull_back_sd,L2_stride_length,L2_stride_length_sd,R2_swing,R2_swing_sd,R2_stance,R2_stance_sd,R2_period,R2_period_sd,R2_duty_factor,R2_duty_factor_sd,R2_step_length,R2_step_length_sd,R2_pull_back,R2_pull_back_sd,R2_stride_length,R2_stride_length_sd,L3_swing,L3_swing_sd,L3_stance,L3_stance_sd,L3_period,L3_period_sd,L3_duty_factor,L3_duty_factor_sd,L3_step_length,L3_step_length_sd,L3_pull_back,L3_pull_back_sd,L3_stride_length,L3_stride_length_sd,R3_swing,R3_swing_sd,R3_stance,R3_stance_sd,R3_period,R3_period_sd,R3_duty_factor,R3_duty_factor_sd,R3_step_length,R3_step_length_sd,R3_pull_back,R3_pull_back_sd,R3_stride_length,R3_stride_length_sd,cum_swing,cum_swing_sd,cum_stance,cum_stance_sd,cum_period,cum_period_sd,cum_duty_factor,cum_duty_factor_sd,cum_step_length,cum_step_length_sd,cum_pull_back,cum_pull_back_sd,cum_stride_length,cum_stride_length_sd,speed,speed_sd,Froude_number
CA62,g24,[3.0576], , , ,0.02083333333333333,0.003402069087198859,0.03333333333333334,6.938893903907228e-18,0.054166666666666655,6.938893903907228e-18,0.617826617826618,0.03891911465325818,1.627452423878426,0.28230444997054355,0.11270654668114398,0.159621779033474,1.6020270887395798,0.2810372515676656,0.02083333333333334,0.0041666666666666675,0.037500000000000006,6.938893903907228e-18,0.058333333333333334,6.938893903907228e-18,0.6461538461538462,0.046153846153846156,1.3916593863976932,0.24664416325778254,0.0,0.0,1.3470026066232752,0.2897528974846525,0.018750000000000003,0.002083333333333333,0.03125,0.006249999999999999,0.05,0.006249999999999999,0.6214285714285714,0.021428571428571352,1.626487669961092,0.4509374224614115,0.07143672675680929,0.07157452671729786,1.632284271276615,0.4567071371770407,0.016666666666666666,0.004166666666666666,0.037500000000000006,6.938893903907228e-18,0.05416666666666667,6.938893903907228e-18,0.6964285714285714,0.05357142857142854,1.280757553516449,0.5341899667367546,0.052639667170437276,0.05274120799384189,0.7440355280409137,0.02602158679970237,0.019444444444444448,0.003928371006591932,0.029166666666666664,3.469446951953614e-18,0.048611111111111105,3.469446951953614e-18,0.6037296037296038,0.04615149154597519,1.337114467558965,0.3938715417132873,0.07653350177008023,0.06652187134264818,1.4535807167550339,0.39563083617751243,0.013888888888888888,0.005196746370519363,0.03194444444444444,0.005196746370519363,0.04583333333333333,0.005196746370519363,0.7067099567099566,0.04609424121005815,0.8915771526526904,0.7548915087796141,0.09854817437285086,0.13956984201102487,1.4152550424796433,0.5518265478210427,0.019122516556291394,0.004000691410078832,0.0349429727740986,0.0060065574331466245,0.054065489330389994,0.007689268510102425,0.646619430063395,0.058936919740611306,1.4531900587499238,0.5167399536901475,0.05337844651010948,0.09283652104851271,1.4517188176037634,0.42059906937978647,25.897860297528762,3.24019504240323, 
CA62,glass,[2.8795], , , ,0.02291666666666667,0.0020833333333333346,0.03333333333333333,0.004166666666666666,0.05625,0.004166666666666666,0.5916666666666666,0.00833333333333336,1.5964880074000698,0.10609111956648375,0.0,0.0,1.65578457000607,0.07001461405251275,0.020833333333333332,0.0,0.035416666666666666,0.002083333333333333,0.05625,0.002083333333333333,0.6291208791208791,0.013736263736263743,1.6008043834221093,0.07663869722009549,0.0,0.0,1.6712677079881613,0.1319589094200084,0.01875,0.002083333333333333,0.03333333333333333,0.004166666666666666,0.052083333333333336,0.004166666666666666,0.6378205128205128,0.054487179487179516,1.6199462484767388,0.2788355986598368,0.0,0.0,1.461690345587952,0.1268057393717165,0.016666666666666666,0.0,0.03958333333333333,0.002083333333333333,0.05625,0.002083333333333333,0.7032967032967032,0.01098901098901095,1.7456330551143893,0.23093219545521207,0.0,0.0,1.5650975168073153,0.07315266066656484,0.029166666666666667,0.004166666666666666,0.02291666666666667,0.0020833333333333346,0.05208333333333333,0.0020833333333333346,0.4415584415584416,0.012987012987012964,1.6201374134711455,0.07324813298239695,0.02592369021108222,0.025963444451726877,1.727127205712129,0.0774175685803853,0.02291666666666667,0.0020833333333333346,0.025,0.008333333333333333,0.04791666666666666,0.008333333333333333,0.5076923076923077,0.10769230769230764,1.7767134535896845,0.10525160113688825,0.0,0.0,1.7621820868467957,0.11621862839179074,0.019657590759075905,0.004416166934025199,0.034632838283828384,0.007516434855318305,0.0542904290429043,0.005920362275645645,0.6330377252334154,0.09527625346039692,1.3765394040706544,0.3583137335593522,0.013928641096410116,0.044825386626486226,1.452408924806966,0.2985058721441748,28.620707918905964,5.206294794937717, 
CA62,g100,[3.196], , , ,0.025000000000000005,3.469446951953614e-18,0.02916666666666667,0.004166666666666666,0.05416666666666667,0.004166666666666666,0.5357142857142857,0.0357142857142857,1.8251518915813483,0.08347539635155811,0.0,0.0,1.6444999458842244,0.13006764880806512,0.022916666666666672,0.0020833333333333346,0.027083333333333334,0.0020833333333333333,0.05,0.0020833333333333333,0.541958041958042,0.003496503496503544,1.8840260929630106,0.45611138501338083,0.0,0.0,1.4283021127431939,0.03182278943421254,0.01875,0.0020833333333333333,0.03333333333333333,0.0,0.052083333333333336,0.0,0.641025641025641,0.025641025641025664,1.7634674759202587,0.2445547794253956,0.01871302723378574,0.018731145683777133,1.9966127504173699,0.044484837326303,0.016666666666666666,0.0,0.035416666666666666,0.0020833333333333333,0.052083333333333336,0.0020833333333333333,0.6794871794871795,0.01282051282051283,1.9031648966692463,0.26135155595095444,0.0,0.0,1.889590804684847,0.27450524653024716,0.025,0.0041666666666666675,0.022916666666666672,0.0020833333333333346,0.04791666666666667,0.0020833333333333346,0.4810606060606061,0.06439393939393945,1.5159867431912395,0.2158704816279111,0.0,0.0,1.7616880488477173,0.06514043218777657,0.02916666666666667,0.004166666666666666,0.020833333333333336,3.469446951953614e-18,0.05,3.469446951953614e-18,0.41958041958041964,0.034965034965034975,1.8016761274643227,0.09489947560554726,0.09402082493514209,0.028128317198347227,1.891930434075556,0.042152499314120746,0.021879358437935845,0.005287918719701221,0.030247559274755927,0.006417254847653071,0.05212691771269178,0.005435501593715493,0.5786473637938073,0.09657044461463522,1.6932061571914163,0.36391263211654695,0.02373104189622633,0.04356086779528559,1.7345003787472844,0.3021313433104688,30.87237751512905,3.6020247716275797, 
CA40,g150,[3.56], , , ,0.01875,0.002083333333333333,0.05625,0.006249999999999999,0.075,0.006249999999999999,0.75,0.0,1.2763192815223978,0.31504776127181255,0.021261638547451393,0.021309357261203428,0.9971210085900433,0.04726973249507707,0.020833333333333332,0.003402069087198859,0.05277777777777778,0.0051967463705193655,0.07361111111111111,0.0051967463705193655,0.7181286549707603,0.02402647787622706,1.4831606719367112,0.20507864423585576,0.061978961128876096,0.08779906967443843,1.5653280269229821,0.18785033494853984,0.015277777777777777,0.00392837100659193,0.05555555555555556,0.005196746370519362,0.07083333333333333,0.005196746370519362,0.7839052287581699,0.05582224053493333,1.049106971605826,0.2904711267130278,0.04383437914689148,0.04646803694577801,0.8385323462037654,0.39581704321801964,0.01875,0.002083333333333333,0.052083333333333336,0.002083333333333333,0.07083333333333333,0.002083333333333333,0.7361111111111112,0.01388888888888884,1.8957404226967036,0.09194507806510525,0.03428587584387795,0.03436282559972486,1.8691711440013814,0.09986148679741079,0.01944444444444444,0.001964185503295965,0.048611111111111105,0.005196746370519365,0.06805555555555555,0.005196746370519365,0.7129629629629629,0.034644975803462444,1.0423498231824628,0.06987766276379151,0.03726449392432954,0.026484403227859804,0.991202784898714,0.05335727064061421,0.01944444444444444,0.001964185503295965,0.048611111111111105,0.0039283710065919335,0.06805555555555555,0.0039283710065919335,0.7143518518518519,0.019521452446581492,1.323755891357421,0.30556407368848304,0.12228021141245275,0.08678072297457069,1.5069548062699498,0.07250955441980862,0.01873633879781421,0.004471414987139942,0.05336065573770491,0.0134044102904549,0.07209699453551911,0.014499557812551836,0.7345174119992997,0.06594201258777986,1.1829725103454374,0.4294871497423061,0.06593250523341514,0.0817388987206983,1.1510358317764768,0.40655982254273304,14.05244528265184,2.0075396520533317, 
CA40,g100,[3.181], , , ,0.02083333333333334,6.938893903907228e-18,0.05000000000000001,0.008333333333333335,0.07083333333333333,0.008333333333333335,0.7017543859649125,0.035087719298245675,1.1241119779260562,0.05712679184266283,0.0,0.0,1.0657531115575831,0.09057508555327544,0.02083333333333334,0.0041666666666666675,0.04583333333333335,0.004166666666666669,0.06666666666666667,0.004166666666666669,0.6904761904761906,0.02380952380952372,1.34101086576096,0.25514885493603706,0.0,0.0,1.3011110215557804,0.2162030274206954,0.022916666666666675,0.0062499999999999995,0.06041666666666667,0.018749999999999996,0.08333333333333331,0.018749999999999996,0.7225274725274724,0.008241758241758268,0.8623896876092628,0.042553448177700216,0.011751377172142786,0.011779408199319911,0.7236275292594934,0.1490706323595141,0.018750000000000003,0.002083333333333333,0.04791666666666668,0.006250000000000002,0.06666666666666667,0.006250000000000002,0.7182539682539683,0.003968253968254065,1.1441316814049918,0.40367914242092473,0.0,0.0,1.6462568040258592,0.1306453637873718,0.029166666666666667,0.008333333333333333,0.03333333333333333,0.004166666666666667,0.0625,0.004166666666666667,0.5416666666666666,0.04166666666666662,1.0886464882399196,0.1012437678531005,0.0695783245882366,0.02286485046115715,1.1955762826487697,0.05853273042379636,0.016666666666666666,0.003402069087198858,0.04166666666666667,0.012266334536566455,0.05833333333333332,0.012266334536566455,0.7068783068783068,0.05529543538111707,0.9463262445175828,0.20814603583806127,0.0,0.0,1.258356200136725,0.257278051885548,0.019291020671834625,0.005304507362168563,0.044969315245478036,0.018467776236864606,0.06426033591731266,0.020308223333003448,0.6806013021981293,0.09510777233271842,1.1246643703558614,0.4173572977398347,0.011998103168349405,0.03011217813110007,1.122802516970492,0.367172443306244,16.270600629673424,1.4637023230894088, 
CA40,glass,[3.646], , , ,0.018055555555555554,0.001964185503295965,0.0375,0.006804138174397716,0.05555555555555556,0.006804138174397716,0.6696581196581197,0.06329693176295464,1.344554164253795,0.3381237457843066,0.0,0.0,1.0296989620746897,0.3232266330974381,0.01666666666666667,0.0034020690871988573,0.038888888888888896,0.001964185503295965,0.05555555555555556,0.001964185503295965,0.7029914529914529,0.034849372714316394,1.0160703572934726,0.19008878741684687,0.0,0.0,1.05507562199303,0.22519251764110373,0.018749999999999996,0.009081039465709737,0.021875000000000002,0.015694290805541005,0.040625,0.015694290805541005,0.4804298642533937,0.17770434685965186,1.0848784539983414,0.3717384656401765,0.04368614826165466,0.047093633694829835,1.080464689857194,0.3671295188214948,0.0125,0.0034020690871988586,0.04027777777777778,0.0070819715466566464,0.05277777777777777,0.0070819715466566464,0.7616161616161616,0.0675484989789919,0.7951178181608711,0.35929098854707703,0.009748251651425361,0.013810528706497082,0.718443920000535,0.3653449066405972,0.01770833333333333,0.003454817489953541,0.029166666666666667,0.016925080009658252,0.046875,0.016925080009658252,0.5,0.2901442287369986,1.024088362489768,0.38496902642405584,0.04233920905930668,0.0558691852786204,1.0864203202488032,0.2993156216484242,0.02083333333333334,6.938893903907228e-18,0.035416666666666666,0.006249999999999999,0.05625000000000001,0.006249999999999999,0.625,0.04166666666666668,0.9985615991781155,0.1571122109646036,0.21783756029203102,0.04706160354770828,0.9940202008290295,0.08062330861029901,0.01834357398873528,0.005625257355978411,0.03692396313364055,0.014747727140392923,0.05526753712237584,0.015910720603886885,0.634981684112885,0.1702450353747228,1.064368275194818,0.3566973942843235,0.04813359209027441,0.08740634453555898,1.0199102132684768,0.3385637054276025,17.262716404762635,3.314123969953437, 
CA40,g24,[3.387], , , ,0.016666666666666666,0.005892556509887895,0.05277777777777777,0.019641855032959656,0.06944444444444442,0.019641855032959656,0.7579365079365079,0.005611958580845648,1.5341666366098754,0.7815076060945331,0.0,0.0,1.205956726222312,0.7484478601199073,0.016666666666666666,0.0,0.07708333333333334,0.006249999999999999,0.09375,0.006249999999999999,0.8214285714285715,0.011904761904761862,1.6385297618224992,0.08878108224682296,0.0,0.0,1.657378542392211,0.09860323592176061,0.02083333333333334,0.005892556509887897,0.04861111111111112,0.001964185503295968,0.06944444444444448,0.001964185503295968,0.7037037037037037,0.06547285010986553,1.6362978383051683,0.318085635063511,0.021349123790131864,0.030248164005127615,1.3834854029650856,0.6491400319070176,0.018055555555555557,0.007081971546656646,0.05416666666666667,0.0,0.07222222222222223,0.0,0.7576998050682262,0.07859836703724003,0.9307409794967576,0.6519564160801653,0.0,0.0,0.6548936737504373,0.5224925178464751,0.024999999999999994,0.014829275350043485,0.041666666666666664,0.009001028747788695,0.06666666666666668,0.009001028747788695,0.6407407407407408,0.18015387417800457,1.2609046911648376,0.355605117268598,0.10166394592399391,0.07303107135310279,1.6764891425721995,0.6120723937248829,0.027777777777777783,0.0019641855032959646,0.0513888888888889,0.014163943093313291,0.07916666666666668,0.014163943093313291,0.6398148148148147,0.04866179016100337,1.3370836550050318,0.20152180084288224,0.026883008244100344,0.03808875953469388,1.1436123174861998,0.2657963966998535,0.021705426356589147,0.009554774582619939,0.06446220930232559,0.024289098309105073,0.08616763565891472,0.025992517166935895,0.7382243036090708,0.11210661094857415,1.3631905331776963,0.6398701464235618,0.058667948286473044,0.11684762223021346,1.2895698015334798,0.6644660674076599,12.730318593024826,2.1701349207083744, 
CA40,g60,[3.334], , , ,0.036111111111111115,0.010936122047238626,0.030555555555555555,0.005196746370519362,0.06666666666666667,0.005196746370519362,0.4689153439153439,0.12312605295109526,1.4709243521797273,0.10967661339038291,0.0,0.0,1.4667478997551318,0.10428918358381352,0.030555555555555555,0.008561686115234689,0.038888888888888896,0.010393492741038728,0.06944444444444443,0.010393492741038728,0.557748538011696,0.13001425080979218,1.6504108812549037,0.30253379370780464,0.0314362218268713,0.044489864904482486,1.2309428284561237,0.3510014580139902,0.019444444444444448,0.001964185503295965,0.04166666666666666,0.005892556509887899,0.061111111111111116,0.005892556509887899,0.6785714285714284,0.05050762722761057,1.4010326965919073,0.37688359940011484,0.06233509828618227,0.04428915995506134,1.1280808297452694,0.39884815930429035,0.015277777777777779,0.0019641855032959646,0.05416666666666667,0.005892556509887895,0.06944444444444443,0.005892556509887895,0.7777777777777778,0.039283710065919325,1.7273861903723793,0.43182438103026505,0.0,0.0,1.1029123925232294,0.5203655152931005,0.02361111111111111,0.0019641855032959668,0.04166666666666666,0.005892556509887899,0.06527777777777777,0.005892556509887899,0.6352941176470587,0.049913419848462204,1.4806203683196053,0.308749659658273,0.0774622074707273,0.057963163683174786,1.477371881630531,0.31176735363332864,0.025000000000000005,0.003402069087198859,0.04305555555555555,0.0051967463705193655,0.06805555555555555,0.0051967463705193655,0.6311274509803922,0.058695735366804176,1.4470014355062997,0.20719163610357544,0.053889394207757034,0.07626653995799618,1.3480802657870905,0.05033937828981802,0.025,0.009107553505974999,0.041666666666666664,0.009622504486493764,0.06666666666666667,0.005726535591135638,0.6249057761506162,0.12736698096200075,1.5295626540374705,0.3299576927201824,0.03752048696525631,0.05545092498901579,1.2923560163162293,0.36470689404727935,19.772370314656083,0.0, 
CA58,glass,[3.3048], , , ,0.020833333333333332,0.0,0.03958333333333334,0.006249999999999999,0.06041666666666668,0.006249999999999999,0.6514423076923077,0.036057692307692346,1.4071899346398749,0.057285472532363844,0.0,0.0,1.6501523123459605,0.25860928005864425,0.019444444444444434,0.001964185503295965,0.03888888888888889,0.005196746370519363,0.058333333333333334,0.005196746370519363,0.6650641025641024,0.035183491025801546,1.6218042755586068,0.27882843659268935,0.0,0.0,1.5092053172657667,0.15337535450633932,0.016666666666666663,0.0034020690871988577,0.04305555555555557,0.007856742013183862,0.05972222222222221,0.007856742013183862,0.7215099715099715,0.023558170097637044,1.147873236215234,0.27613913761809594,0.0,0.0,1.3975981768745553,0.2875288526917393,0.01666666666666667,3.469446951953614e-18,0.04583333333333334,0.004166666666666669,0.0625,0.004166666666666669,0.7321428571428571,0.017857142857142905,1.7094178561433666,0.07007381488018438,0.0,0.0,1.60814880389067,0.13030189338783144,0.016666666666666666,0.004166666666666666,0.03333333333333333,0.008333333333333331,0.05,0.008333333333333331,0.6573426573426574,0.1118881118881118,1.1037176475004844,0.2951012461054496,0.019497165104729985,0.01952900916751694,1.4081491299789068,0.057029368531911775,0.03333333333333333,0.005892556509887895,0.024999999999999994,0.003402069087198859,0.05833333333333332,0.003402069087198859,0.4318681318681319,0.07737699666937999,1.5314452189961765,0.2749895334477871,0.10432354011771494,0.04489547963811097,1.5782582739267257,0.3070557984155042,0.02014254385964912,0.005307413987657305,0.03799707602339181,0.0072545267999840155,0.058139619883040936,0.0061832891544704414,0.6518001243139747,0.0916761217729033,1.4194421856718622,0.3023265574628416,0.014337641186612004,0.033205942195097586,1.4277551231039445,0.26218106950546843,24.408724232441706,2.0278396071144056, 
CA58,g100,[2.9254], , , ,0.019444444444444438,0.0019641855032959646,0.03611111111111111,0.007081971546656643,0.05555555555555556,0.007081971546656643,0.6440170940170941,0.06449735976239394,1.6187208273927096,0.14682017066947115,0.0,0.0,1.5782548450578313,0.10556417626812105,0.022916666666666665,0.0020833333333333346,0.03125,0.006249999999999999,0.054166666666666675,0.006249999999999999,0.5714285714285714,0.0714285714285714,1.7099039282850204,0.2939243902933233,0.0,0.0,1.6375069648491067,0.22312469760377623,0.016666666666666666,0.0,0.0375,0.004166666666666666,0.054166666666666675,0.004166666666666666,0.6904761904761905,0.02380952380952378,1.5913429643823334,0.1242006862355776,0.0,0.0,1.4332028826798182,0.07511398989100303,0.019444444444444438,0.001964185503295965,0.03472222222222222,0.0019641855032959646,0.05416666666666668,0.0019641855032959646,0.641025641025641,0.036261886214694776,1.8202637201013323,0.19132089180352135,0.0,0.0,1.6222772862288228,0.12248740633032691,0.024999999999999998,0.009001028747788693,0.03194444444444445,0.00392837100659193,0.05694444444444445,0.00392837100659193,0.5710470085470086,0.10438695751021514,1.5749472851882236,0.20802631260377885,0.02662471599689947,0.03769552607140374,1.4122555974963857,0.40036455814256183,0.01805555555555555,0.005196746370519363,0.029166666666666664,0.0034020690871988573,0.04722222222222223,0.0034020690871988573,0.6239316239316238,0.060436477024491266,1.2408287357502028,0.5125526143954612,0.06481723029314573,0.036267489787276515,1.5813963388592525,0.2808297207293171,0.020080532212885156,0.0053079142235808,0.03742559523809524,0.013036105489410262,0.057506127450980396,0.013318962968108583,0.6422831167980699,0.09135370616024063,1.4645467361578044,0.3678785182457566,0.018206116758193742,0.041154004486620724,1.4110153459192112,0.3093773547101945,22.310947466743375,3.52155604118913, 
CA58,g60,[3.0514], , , ,0.024999999999999998,0.009001028747788693,0.03472222222222222,0.001964185503295965,0.05972222222222223,0.001964185503295965,0.5927601809954749,0.09191945089105634,1.4786739989397708,0.18885140976397097,0.0,0.0,1.2625035087032777,0.14838274041157698,0.019166666666666665,0.008164965809277261,0.028333333333333335,0.015229722402080885,0.0475,0.015229722402080885,0.5702075702075703,0.23023693220340843,1.1295757973996168,0.6223675476769395,0.02325323255665331,0.046551255121682976,1.0001068297027227,0.4838908897565883,0.018055555555555554,0.001964185503295965,0.05972222222222222,0.03142696805273545,0.07777777777777777,0.03142696805273545,0.7393162393162394,0.0664801247269404,1.5219545340302527,0.3592213879852679,0.010795042208293418,0.015284137048757172,1.6831029863811147,0.2384435766230911,0.018055555555555554,0.005196746370519364,0.043055555555555555,0.001964185503295965,0.06111111111111111,0.001964185503295965,0.7091880341880342,0.06130728777416724,1.7583051568894017,0.3577552359637123,0.08514696604937776,0.06051959764609299,1.5638396710430222,0.5689255850607133,0.018055555555555554,0.001964185503295965,0.03888888888888889,0.001964185503295965,0.05694444444444445,0.001964185503295965,0.6831501831501832,0.029870890897985506,1.24610890176035,0.3220533187875359,0.1771832491232485,0.14281234032519807,1.373973268746363,0.18366858771810052,0.01770833333333333,0.004540519732854869,0.04270833333333333,0.0045405197328548695,0.06041666666666667,0.0045405197328548695,0.7083791208791208,0.06560514913882409,1.41704411534604,0.16081195638056234,0.05008514541330805,0.05601294437264246,1.276136836296566,0.26453461878154705,0.019399460188933872,0.005742021501586213,0.042560728744939276,0.013876694988231752,0.061960188933873145,0.01444800388768542,0.6777206210255746,0.11434288101522459,1.3918394841109645,0.4195048633533613,0.03685313310663302,0.07277689833758245,1.369364808040157,0.4172509653643072,20.060042593752563,2.1199906690233865, 
CA58,g24,[2.8708], , , ,0.020833333333333332,0.0,0.03958333333333333,0.006249999999999999,0.06041666666666667,0.006249999999999999,0.6514423076923077,0.036057692307692346,1.9321858956700346,0.1025182217851498,0.0,0.0,1.3611635529909774,0.5049267403425414,0.01944444444444444,0.001964185503295965,0.041666666666666664,0.0034020690871988577,0.061111111111111116,0.0034020690871988577,0.6809523809523809,0.038293136767666096,1.716491758821676,0.5940647604055351,0.0011352664014970502,0.0016073471058824472,1.333738926553045,0.3714196136482182,0.016666666666666666,0.0,0.041666666666666664,0.009001028747788695,0.05833333333333333,0.009001028747788695,0.7078934137757668,0.04151391725156971,1.7201818611269448,0.3561012646273869,0.0,0.0,1.6012472489129397,0.49051054726690224,0.020833333333333332,0.0,0.0375,0.0,0.058333333333333334,0.0,0.6428571428571428,0.0,1.4821933059938797,0.06096755806319181,0.0,0.0,1.5835893554691323,0.13545863499763516,0.01875,0.002083333333333333,0.03958333333333333,0.002083333333333333,0.058333333333333334,0.002083333333333333,0.6785714285714285,0.0357142857142857,1.7625131625150607,0.07432115037371305,0.0,0.0,1.8789019519392547,0.16199096912649416,0.018055555555555557,0.005196746370519364,0.0375,0.005892556509887895,0.05555555555555556,0.005892556509887895,0.6739926739926739,0.09842511972559999,1.2692285051256071,0.3899878512952678,0.0,0.0,1.5993680122462657,0.19243103145333768,0.019097222222222224,0.0037877472620262897,0.0427662037037037,0.011452924976895904,0.061863425925925926,0.01220049604299474,0.6856130839428699,0.06369938317301878,1.5674690306463301,0.4520348243319446,0.006701905720506569,0.024173960824399966,1.5054451570544913,0.40919658355761596,19.925176235697887,4.333286845197748, 
CA58,g150,[3.089], , , ,0.027083333333333338,0.002083333333333333,0.04166666666666668,1.3877787807814457e-17,0.06875,1.3877787807814457e-17,0.6066176470588236,0.01838235294117646,1.8074982443917227,0.09443796939956424,0.05203088204762053,0.05209722766493287,1.698076560616658,0.08644367409189861,0.02500000000000001,6.938893903907228e-18,0.04583333333333335,0.004166666666666669,0.07083333333333333,0.004166666666666669,0.6458333333333335,0.020833333333333367,1.3191828093804017,0.23238191736429595,0.022239943224806605,0.02226830182078218,1.3561479767886122,0.15388259093679008,0.016666666666666666,0.0,0.05000000000000001,0.004166666666666669,0.06666666666666667,0.004166666666666669,0.7490196078431375,0.015686274509803977,1.6520459489988575,0.3111560715225587,0.03084125217709545,0.030880578473976256,1.8615823130672253,0.1166483894668016,0.018750000000000003,0.002083333333333333,0.04791666666666668,0.0020833333333333363,0.06666666666666667,0.0020833333333333363,0.71875,0.03125,1.4782755076320082,0.3417417315602683,0.0,0.0,1.8619742603849643,0.08104215321865184,0.035416666666666666,0.010416666666666666,0.035416666666666666,0.010416666666666666,0.07083333333333333,0.010416666666666666,0.5,0.0,1.918678012407818,0.11254355333895823,0.03079376754203991,0.030833033290313786,2.0044739932144995,0.05161968288028359,0.022916666666666675,0.0062499999999999995,0.04166666666666667,0.004166666666666666,0.06458333333333334,0.004166666666666666,0.6479166666666667,0.08541666666666665,1.3499082766841,0.15173382391399137,0.038785722100457144,0.0388351785496733,1.619173159658543,0.13824813593421367,0.022364152473641524,0.0061504408662208425,0.04400851581508516,0.007045597095335395,0.06637266828872668,0.008481433800945067,0.663287840476774,0.07252332592972095,1.4935548911243435,0.33865417881346166,0.015802542022244716,0.030009015029853828,1.5344207307028215,0.3088654737350199,22.09258561647215,1.458359499798626, 
